Fecha;Mencion;Negativo;Neutral;Positivo;Total;Url;Fuente
2024;"La página de EPM para el pago de servicios públicos fue suplantada, según denunció la misma entidad. De acuerdo con la compañía, los pagos estaban siendo direccionados a otras cuentas. #NoticiasTelemedellín

Lea más aquí :point_down: 

EPM denunció suplantación en su página para el pago de servicios públicos 
La página de Empresas Públicas de Medellín para el pago de servicios públicos fue suplantada, según denunció la misma entidad. De acuerdo con la compañía, los pagos estaban siendo direccionados a otras cuentas que no pertenecen a EPM.";1.0;;;1;https://www.facebook.com/118465851142/posts/1029145021901610;Facebook
2024;"Huevo es gallina lo pone. A los recaudos de @EPMestamosahi le llevan muchas ganas. Mucho hijueputa!!
https://caracol.com.co/2024/06/16/epm-suspendio-el-pago-de-facturas-virtuales-por-suplantacion-de-la-plataforma/";1.0;;;1;https://twitter.com/jimyrio/status/1802683309278838927;X
2024;Así se ve la página fraudulenta con la que logran engañar a quienes realizan los pagos a @EPMestamosahi https://t.co/isLXeLDn5X;1.0;;;1;https://twitter.com/Habitantesiete/status/1802051343864959120;X
2024;"Advertencia de EPM sobre suplantación de su página web oficial 
 
Empresas Públicas de Medellín (EPM) ha alertado a sus clientes y usuarios sobre una nueva modalidad de estafa en la que delincuentes están suplantando su sitio web oficial. Según investigaciones de la empresa, los estafadores están redirigiendo los pagos realizados en una página falsa, facturaweb.epm.com.co, hacia una cuenta bancaria de un tercero.

Para más información de esta noticia, te invitamos a leer el artículo completo en nuestro sitio web. Enlace en el primer comentario.

Por: Salomé Arango. 

#suplantaciónpáginawebEPM #EmpresasPúblicasdeMedellín #estafapagos #sitiowebfalso #facturawebepmcomco #canalesdigitalesoficiales #aplicaciónEPMEstamosAhí #contactoWhatsAppEPM #pagossegurosenlínea";1.0;;;1;https://www.facebook.com/508963582455866/posts/872808058214934;Facebook
2024;"¡No caiga en la estafa! :rotating_light:
Empresas Públicas de Medellín (EPM) suspendió temporalmente el servicio de pagos en línea desde el 15 de junio debido a una suplantación del portal web que desviaba los pagos de los clientes a cuentas bancarias fraudulentas.
EPM recordó que los pagos seguros deben realizarse únicamente a través de sus canales oficiales, incluyendo el sitio web, la app, y el código QR de la factura.
:bulb: Mientras se restablece el servicio, puede pagar sus facturas en puntos físicos: almacenes de cadena, bancos, centros de pago y cooperativas.
Conoce toda la información en nuestro portal web
#EPM #PagosSeguros #AlertaDeEstafa #Medellín #ServiciosPúblicos #SeguridadDigital :computer::iphone::credit_card:";1.0;;;1;https://www.facebook.com/1660100394230075/posts/781357497442190;Facebook
2024;¡Mucho ojo si va a pagar la cuenta de servicios de EPM por internet! Suplantaron su página Web https://elmetro.co/mucho-ojo-si-va-a-pagar-cuenta-de-servicios-de-epm-por-internet/ @EPMestamosahi;1.0;;;1;https://twitter.com/ElmetroCo/status/1802306279915782597;X
2024;@EPMestamosahi Me llegó este mensaje, es real o es suplantación? https://t.co/I4wzbfpMLb;;1.0;;1;https://twitter.com/hippiehormiga/status/1803832503385362582;X
2024;"@EPMestamosahi informa:
Debido a la suplantación del sitio de pagos y considerando el impacto que esto puede tener para nuestros clientes, decidimos cerrarlo como medida preventiva. 
Pueden seguir pagando su factura de EPM en los establecimientos físicos.
@adrianagarnicav #epm https://t.co/4ZswDYEe9F";1.0;;;1;https://twitter.com/cristobanaranjo/status/1802549870529478999;X
2024;"@EPMestamosahi informa:
Debido a la suplantación del sitio de pagos y considerando el impacto que esto puede tener para nuestros clientes, decidimos cerrarlo como medida preventiva. 
Pueden seguir pagando su factura de EPM en los establecimientos físicos. https://t.co/uUG5JXRJ6I";1.0;;;1;https://twitter.com/Comunicand93330/status/1802550287103574455;X
2024;"@EPMestamosahi informa:
Debido a la suplantación del sitio de pagos y considerando el impacto que esto puede tener para nuestros clientes, decidimos cerrarlo como medida preventiva. 
Pueden seguir pagando su factura de EPM en los establecimientos físicos. https://t.co/H4vyDsYjWz";1.0;;;1;https://twitter.com/comunicandobel/status/1802557944225009814;X
2024;@EPMestamosahi Hay forma de revisar si el pago realizado fue exitoso y aplicado al contrato o si se fue victims del fraude?;1.0;;;1;https://twitter.com/santilpz/status/1802353562715852823;X
2024;@EPMestamosahi ¿Y entonces? ¿Cómo van a responder a esta estafa? ¿Tenemos que volver a pagar? La página web suplantada era idéntica a la de EPM, y los verdaderos afectados no son ustedes, EPM, sino los usuarios.;1.0;;;1;https://twitter.com/basstian_tex/status/1802438401204834596;X
2024;":rotating_light: ¡Cuidado! Página Falsa de Pago de Servicios Públicos de EPM! :rotating_light:
Quiero denunciar públicamente una página falsa de pago que simula ser el sitio oficial de EPM para el pago de servicios públicos. 
@EPMestamosahi @Bancolombia @minuto30com @PoliciaColombia https://t.co/coVJB841Ne";1.0;;;1;https://twitter.com/JuanPab66438394/status/1801253960780567034;X
2024;"#Medellin.
:moneybag:Ladrones habrían suplantado cuentas de EPM y direccionaron dinero a terceros:money_with_wings:. 

Empresas Públicas de Medellín (EPM) alertó este viernes 14 de junio a sus clientes y usuarios sobre una nueva modalidad de estafa en la que personas inescrupulosas están suplantando su sitio web oficial.

Según investigaciones de la empresa, se ha identificado que los estafadores están redirigiendo los pagos realizados en la página falsa facturaweb.epm.com.co hacia una cuenta bancaria de un tercero.

Ante lo sucedido, EPM le recuerda a todos sus usuarios que los únicos canales digitales oficiales para realizar pagos son el sitio web oficial, su aplicación EPM Estamos Ahí, el contacto de WhatsApp 302 300 0115 y los códigos QR que se encuentran en la factura impresa y digital que los usuarios reciben por correo electrónico.

Asimismo, EPM hace énfasis en que los pagos digitales se deben realizar únicamente a través de las plataformas habilitadas por la empresa, que siempre dirigen a la página de Pagos Seguros en Línea (PSE). En ningún caso, los pagos serán procesados mediante transacciones por códigos QR de entidades bancarias, tarjetas de débito, crédito o billeteras digitales.

Finalmente, se hace un llamado a los usuarios a estar atentos y a verificar que estén utilizando los canales correctos para evitar ser víctimas de estas estafas. Ante cualquier duda, EPM recomienda contactar directamente a sus canales de atención al cliente y reportar estos casos en los que sea víctima de fraude.

Via: El colombiano.";1.0;;;1;https://www.facebook.com/690099467736801/posts/884896057008936;Facebook
2024;"#Medellín | EPM alertó a sus clientes y usuarios sobre una nueva modalidad de estafa en la que personas inescrupulosas están suplantando su sitio web oficial. Este es el modus operandi :arrow_down: 

¡Pilas! Sujetos están suplantando a EPM para cometer estafas 
Empresas Públicas de Medellín (EPM) alertó este viernes 14 de junio a sus clientes y usuarios sobre una nueva modalidad de estafa en la que personas i...";1.0;;;1;https://www.facebook.com/126450910743068/posts/869773641841608;Facebook
2024;"#Medellín | ¡Ojo, pues! EPM alertó sobre una nueva modalidad de estafa en la que delincuentes estarían suplantando su sitio web oficial, redirigiendo los pagos hacia la cuenta bancaria de un tercero. Entérese :arrow_down: 

¡Pilas! Sujetos están suplantando a EPM para cometer estafas 
Empresas Públicas de Medellín (EPM) alertó este viernes 14 de junio a sus clientes y usuarios sobre una nueva modalidad de estafa en la que personas i...";1.0;;;1;https://www.facebook.com/126450910743068/posts/871182318367407;Facebook
2024;#Atencion | @EPMestamosahi alertó que personas inescrupulosas están suplantando la página http://facturaweb.epm.com.co y dirigiendo los pagos de los usuarios a una cuenta bancaria de un tercero. https://t.co/LNHj0zJEfl;1.0;;;1;https://twitter.com/RCNMedellin944/status/1801779751180288477;X
2024;#Atencion | @EPMestamosahi alertó que personas inescrupulosas están suplantando la página http://facturaweb.epm.com.co y dirigiendo los pagos de los usuarios a una cuenta bancaria de un tercero. https://t.co/08PgRxYsk2;1.0;;;1;https://twitter.com/comunicandobel/status/1801810791177290021;X
2025;#Colombia ll ¡Alerta Usuarios! Suplantan página web de EPM y suspenden temporalmente pagos en línea Empresas Públicas de Medellín (EPM) emitió una urgente alerta a sus usuarios tras ser víctima de la suplantación de su página web oficial. La compañía informó que esta acción malintencionada puso en riesgo el servicio de pago de facturas a...;1.0;;;1;https://www.facebook.com/677059029030149/posts/1212675457537778#channels;Facebook
2025; Ya puede volver a usar los canales de pago virtual de EPM, suspendidos en medio de una alerta de suplantación: delincuentes habrían creado una página web paralela para quedarse con el dinero de los usuarios. ⤵️ #Antioquia https://t.co/tpeLSwEUyL;1.0;;;1;http://twitter.com/elcolombiano/statuses/1929907261045948440;X
2025; ¡Atento! EPM alertó sobre suplantación en su sitio web de pagos. Detectaron redirección a cuentas fraudulentas y suspendieron sus canales de transacciones virtuales por seguridad. Los detalles ⬇️ #Medellín EPM alerta que suplantaron su página y suspendió el pago de facturas por internet Empresas Públicas de Medellín (EPM) emitió este sábado...;1.0;;;1;https://www.facebook.com/126450910743068/posts/1120794733406163#channels;Facebook
2025; EPM activó protocolos de seguridad tras detectar la suplantación del portal Factura Web. Mientras restablece el sistema de pagos digitales, mantiene habilitados otros canales. Detalles aquí  https://t.co/VvkwTvjcUx;;1.0;;1;http://twitter.com/LaPrensaOriente/statuses/1928467393354891314;X
2025;" Desde EPM deshabilitaron los canales de pago a través de su portal web. EPM advierte de estafa con página falsa; usuarios estarían perdiendo sus pagos Desde EPM deshabilitaron los canales de pago a través de su portal web. http://dlvr.it/TKzSGD";1.0;;;1;https://www.facebook.com/182886731806631/posts/1162874655875861#channels;Facebook
2025;Usuarios de @EPMestamosahi podrían haber pagado servicios públicos a estafadores tras suplantación del portal oficial de la organización https://t.co/NllTsLBW80;1.0;;;1;http://twitter.com/hyperconectado/statuses/1927113282449453414;X
2025;Tras la situación, la compañía desactivó temporalmente sus canales digitales de pago ⬇️ . #LasMasLeidas ¡Pilas! Suplantaron página de EPM: pague su factura solo en puntos físicos Si ya le llegó la cuenta de servicios y tiene pensado pagarla por estos días, ¡ojo! que esta nota le va a interesar: en las últimas horas Empresas Púb... https://f.mtr...;1.0;;;1;https://www.facebook.com/387265694644507/posts/1143992081105327#channels;Facebook
2025;Suplantaron la página web de EPM para pago de facturas Noticia: https://t.co/pDuxDMcTXg @EPMestamosahi Empresas Públicas de Medellín informa que debido a la suplantación de su página web, fueron deshabilitados los canales de pago de facturas a través de su portal web. https://t.co/tSbVlWfot9;1.0;;;1;http://twitter.com/delarealidadmc/statuses/1926992142611652811;X
2025;sábado, mayo 31, 2025 Buscar InicioMedellínEPM sigue trabajando en la reactivación de pagos digitales tras suplantación de... EPM sigue trabajando en la reactivación de pagos digitales tras suplantación de su portal de Factura Web mayo 31, 2025 Imagen...;;1.0;;1;https://ifmnoticias.com/epm-sigue-trabajando-en-la-reactivacion-de-pagos-digitales-tras-suplantacion-de-su-portal-de-factura-web/;Otro
2025;"Quien defiende al electorado de tanta manipulación, quien vigila y controla esta manipulación de @Invamer y la familia Santo Domingo @NoticiasCaracol urge legislar sobre este tema, sancionar y vetar estas empresas. @petrogustavo @infopresidencia @PactoCol @Registraduria
Reply to @JosePin82357153: @NoticiasCaracol Es bueno que la derecha y sus medios prepago, se estrellen por medio de socios de @sergio_fajardo los sinvergüenzas de @Invamer cuyo dueño es @jorgelondodelac empleado de #Falsardo en @EPMestamosahi quien controla encuestas amañadas? @petrogustavo @CNE_COLOMBIA";1.0;;;1;https://twitter.com/JosePin82357153/status/1862558213440205035;X
2025;Pero se la suplantan también cada mes y medio. Póngase serios @EPMestamosahi. EPM alerta que suplantaron su página y suspendió el pago de facturas por internet https://t.co/Z1dNIOlC8K;1.0;;;1;http://twitter.com/ErwinMorales10/statuses/1926732510773305376;X
2025;Los pagos en línea de EPM volvieron desde este martes, pero se harán con más controles para evitar suplantaciones y otros problemas EPM habilitó nuevamente desde este martes su sistema de pagos en línea a través del sitio web www.epm.com.co, la App EPM y...;;;1.0;1;https://enotroangulo.com.co/pagos-en-linea-epm-volvieron-pero-con-mas-controles/;Otro
2025;La situación se presenta desde el pasado viernes. Delincuentes intentaron desviar pagos a sus cuentas personales Empresas Públicas de Medellín (EPM) anunció la desactivación temporal de sus canales digitales de pago tras detectar una suplantación de su...;1.0;;;1;https://www.eltiempo.com/colombia/medellin/epm-suspende-pagos-de-facturas-por-internet-debido-a-suplantacion-estas-son-las-opciones-de-pago-3457281;Otro
2025;"La página de EPM para el pago de servicios públicos fue suplantada, según denunció la misma entidad. De acuerdo con la compañía, los pagos estaban siendo direccionados a otras cuentas. #NoticiasTelemedellín

Lea más aquí :point_down: 

EPM denunció suplantación en su página para el pago de servicios públicos 
La página de Empresas Públicas de Medellín para el pago de servicios públicos fue suplantada, según denunció la misma entidad. De acuerdo con la compañía, los pagos estaban siendo direccionados a otras cuentas que no pertenecen a EPM.";1.0;;;1;https://www.facebook.com/118465851142/posts/1029145021901610;Facebook
2025;La habían suspendido tras haber sufrido una suplantación ‍♂️ Todos los detalles aquí ➡️ https://t.co/KnXIKL1MOR https://t.co/7wiHbwOnta;1.0;;;1;http://twitter.com/QHuboMedallo/statuses/1929953075705295320;X
2025;La confianza digital de miles de usuarios en Medellín se vio sacudida cuando Empresas Públicas de Medellín (EPM) detectó una suplantación alarmante. Entérate ⬇️ https://t.co/gtBKUZLc74 https://t.co/wxcCRGAmUl;1.0;;;1;http://twitter.com/Habitantesiete/statuses/1930083621068492932;X
2025;"Huevo es gallina lo pone. A los recaudos de @EPMestamosahi le llevan muchas ganas. Mucho hijueputa!!
https://caracol.com.co/2024/06/16/epm-suspendio-el-pago-de-facturas-virtuales-por-suplantacion-de-la-plataforma/";1.0;;;1;https://twitter.com/jimyrio/status/1802683309278838927;X
2025;Hola señores @EPMestamosahi ya está habilitado el pago virtual? Es seguro pagar por la página después de la suplantación!??;1.0;;;1;http://twitter.com/OcampoGloria/statuses/1929382896185278526;X
